time	gFy
1.470.319.479	0,9581
1.471.267.447	0,9562
1.472.538.229	0,9545
1.473.834.739	0,9528
1.475.295.729	0,9506
1.478.884.791	0,9481
1.479.585.624	0,9464
1.480.075.781	0,9452
1.480.593.854	0,9437
1.481.049.427	0,942
1.483.541.041	0,94
148.482.651	0,9393
1.485.471.458	0,9393
1.486.005.677	0,9381
1.487.293.541	0,9366
1.488.302.812	0,9354
1.489.271.302	0,9337
1.490.426.822	0,9327
1.491.544.947	0,9325
1.492.831.979	0,931
149.402.802	0,9244
1.495.246.614	0,9149
1.496.550.781	0,91
1.499.010.572	0,9117
1.499.724.583	0,9178
1.500.266.041	0,9259
1.501.212.708	0,9359
1.502.749.166	0,9452
1.503.747.447	0,9528
1.504.806.458	0,9596
1.506.120.104	0,9642
1.507.467.552	0,9647
1.508.426.979	0,9625
1.509.774.062	0,9633
1.511.068.802	0,9681
1.512.160.052	0,9733
1.513.151.458	0,9794
1.515.624.479	0,986
1.516.347.864	0,9921
1.517.348.177	0,9977
1.518.344.531	1,0033
1.519.482.708	1,0085
1.520.664.062	1,0121
1.521.780.156	1,0148
1.523.375.989	1,0158
1.524.454.374	1,017
1.525.491.822	1,0202
1.526.600.624	1,0224
1.527.787.812	1,0246
1.528.936.354	1,0268
153.233.927	1,0212
1.533.155.833	1,0094
1.533.681.406	1,0006
1.534.195.156	0,9999
1.535.440.416	1,0058
1.537.313.177	1,0143
1.538.095.885	1,0246
1.539.112.552	1,0348
1.540.028.906	1,0434
1.541.254.947	1,0505
1.542.404.947	1,0561
1.543.985.989	1,0595
1.544.877.395	1,0617
1.546.071.458	1,0629
1.551.941.249	1,0625
1.552.697.604	1,0607
1.553.204.895	1,0588
1.553.733.437	1,0575
1.554.175.833	1,0561
1.554.730.364	1,0534
1.555.202.552	1,05
1.555.675.208	1,0466
1.557.140.052	1,0436
1.558.162.395	1,0407
1.559.386.093	1,0326
1.560.620.781	1,0207
1.561.797.552	1,0114
1.563.337.031	1,0053
1.566.542.343	1,0014
1.567.387.031	1,0001
1.567.972.708	1,0018
1.569.089.947	1,007
1.569.589.114	1,0124
1.571.420.572	1,0187
1.572.563.281	1,0251
1.573.278.802	1,0297
1.573.973.593	1,0336
1.575.406.562	1,0346
1.576.427.083	1,0334
1.577.343.958	1,0319
1.578.471.874	1,0304
1.579.866.927	1,0282
1.584.959.635	1,0246
1.586.771.562	1,0207
1.587.959.947	1,0177
1.589.341.249	1,0148
1.590.005.364	1,0109
1.590.858.906	1,008
159.150.651	1,0065
1.591.870.885	1,0033
1.592.207.968	0,9996
1.592.875.104	0,9962
1.593.209.374	0,9933
1.595.037.135	0,9913
1.595.766.562	0,9891
1.596.897.708	0,9865
1.599.641.041	0,9833
1.601.441.093	0,9806
1.602.050.781	0,9786
1.602.437.604	0,9769
160.307.401	0,975
1.604.295.156	0,973
1.605.557.916	0,9711
1.606.673.958	0,9686
1.607.712.083	0,965
1.608.894.895	0,9603
1.610.084.062	0,9576
1.611.465.416	0,9562
1.612.561.249	0,953
161.516.026	0,9491
1.615.866.249	0,9459
1.616.563.541	0,9422
1.617.731.197	0,9378
1.619.253.281	0,9334
1.620.195.104	0,9288
1.622.279.166	0,9249
1.622.962.239	0,9217
1.623.593.177	0,9176
1.624.714.895	0,9134
1.626.118.749	0,9102
1.627.418.749	0,9063
162.825.677	0,9037
1.629.513.281	0,9012
1.632.055.781	0,8978
1.632.840.937	0,8954
1.633.428.854	0,8934
163.483.052	0,8919
163.573.401	0,8905
1.637.512.031	0,8895
1.638.790.156	0,8885
1.639.475.624	0,8878
1.640.384.531	0,888
1.641.613.749	0,888
1.642.897.708	0,888
1.644.121.666	0,8883
1.645.280.572	0,889
1.646.353.645	0,8897
1.656.447.031	0,8893
1.657.624.635	0,8895
1.658.188.124	0,891
1.658.730.989	0,8929
1.659.554.947	0,8956
1.659.987.135	0,8985
1.660.371.458	0,901
1.660.880.781	0,9027
1.661.383.958	0,9041
1.661.843.229	0,9059
1.662.226.666	0,9085
1.663.036.874	0,9127
1.664.149.843	0,9154
166.457.401	0,9178
1.664.898.072	0,9215
1.672.077.864	0,9249
1.673.240.833	0,9288
1.673.701.301	0,9334
1.674.135.989	0,9364
1.674.645.364	0,9386
1.675.112.708	0,941
1.675.556.145	0,9442
1.676.021.874	0,9462
1.676.590.364	0,9467
1.676.926.458	0,9489
1.677.822.239	0,9503
1.679.287.864	0,9501
1.680.724.374	0,9493
1.682.216.458	0,9491
1.685.142.291	0,9486
1.685.661.666	0,9471
1.685.948.541	0,9454
1.686.424.218	0,9439
1.687.867.499	0,9422
168.886.776	0,94
1.690.063.385	0,9386
1.691.393.906	0,9361
1.692.366.562	0,9322
1.693.613.489	0,9293
1.694.954.479	0,9278
1.695.952.135	0,9261
1.697.926.041	0,9229
1.698.588.854	0,9186
1.700.008.645	0,9144
1.701.113.697	0,9117
170.338.401	0,9088
1.703.889.583	0,9054
170.455.802	0,9024
1.705.830.729	0,899
1.707.055.729	0,8954
1.708.166.822	0,8917
1.709.626.614	0,8875
1.710.824.374	0,8831
1.711.918.697	0,8795
1.713.147.551	0,8758
1.715.515.208	0,8726
1.716.302.499	0,868
1.716.876.041	0,8636
1.718.262.395	0,8607
1.719.478.958	0,857
1.721.800.468	0,8536
1.723.636.458	0,8502
1.724.509.062	0,847
1.725.182.604	0,8433
1.725.861.406	0,8399
1.727.527.447	0,8375
1.728.506.301	0,834
1.729.055.416	0,8309
1.733.616.145	0,8284
1.735.379.062	0,8267
1.736.441.197	0,8257
1.737.077.343	0,8245
1.737.656.249	0,8238
1.738.242.187	0,823
1.739.066.562	0,8203
1.739.701.458	0,8174
1.740.179.166	0,8167
1.741.497.864	0,8157
1.742.157.135	0,814
1.743.449.895	0,8128
1.744.803.072	0,812
1.746.338.854	0,8125
1.755.959.843	0,814
1.756.600.208	0,815
1.756.925.729	0,8137
1.757.222.291	0,8115
1.757.498.854	0,8096
1.757.801.926	0,8096
1.758.084.687	0,8091
1.758.360.833	0,8064
1.758.811.249	0,8072
1.759.148.645	0,8084
1.759.456.354	0,8074
1.760.400.676	0,8103
1.761.614.062	0,8198
1.762.781.666	0,8336
1.772.373.906	0,8497
1.773.650.833	0,8665
1.774.161.614	0,8831
1.774.842.239	0,8985
1.775.276.145	0,9115
1.775.648.854	0,9212
177.623.151	0,9283
1.776.588.749	0,9344
1.776.924.687	0,9393
1.777.261.614	0,9447
1.777.575.104	0,9501
1.777.890.729	0,9552
1.778.416.979	0,9594
1.779.653.437	0,9625
1.783.598.176	0,9662
1.785.191.562	0,9706
1.785.988.697	0,975
1.786.733.176	0,9791
1.787.294.114	0,9826
1.787.807.135	0,9865
1.788.264.166	0,9894
1.789.360.364	0,9899
1.790.671.458	0,985
1.791.829.374	0,976
1.793.012.031	0,9677
1.794.173.385	0,963
1.795.602.968	0,9635
1.797.500.624	0,9677
1.798.014.531	0,973
1.800.330.156	0,9808
180.093.651	0,9913
1.802.849.635	1,0024
180.818.526	1,0094
1.808.795.051	1,0146
1.809.065.468	1,0195
1.809.309.322	1,0241
1.809.500.676	1,0302
1.809.718.697	1,037
1.810.424.635	1,0431
1.811.444.843	1,0485
1.812.754.947	1,0507
1.816.900.572	1,0488
1.817.632.968	1,0434
1.818.069.947	1,0353
1.818.586.249	1,0251
181.903.802	1,0143
1.819.788.437	1,0033
1.820.858.072	0,9916
1.821.987.187	0,9811
1.823.326.354	0,9713
1.824.424.114	0,9625
1.826.047.395	0,9537
1.826.883.229	0,9439
1.828.187.031	0,9347
1.829.354.479	0,9269
1.831.687.656	0,92
1.832.390.989	0,9134
183.316.552	0,9071
1.834.462.812	0,9017
1.835.470.833	0,8966
1.836.654.947	0,891
1.837.849.791	0,8853
183.895.401	0,8795
1.840.057.656	0,8738
1.841.351.458	0,868
1.842.476.666	0,8619
184.372.526	0,856
1.844.883.385	0,8502
1.846.074.843	0,8436
1.850.999.739	0,8382
185.179.401	0,8336
1.852.305.833	0,8279
1.852.802.603	0,8213
1.853.266.822	0,8157
1.853.713.801	0,8111
1.854.787.499	0,8072
1.855.940.572	0,8028
1.857.465.364	0,8001
1.858.721.249	0,7984
1.859.717.291	0,7957
1.860.706.041	0,7935
1.861.788.437	0,7927
1.863.612.291	0,7927
1.866.698.489	0,791
1.867.649.478	0,7888
1.868.345.572	0,7869
1.868.807.864	0,7862
1.869.254.218	0,7862
1.870.455.416	0,7869
187.153.526	0,7886
1.872.711.406	0,7893
1.874.016.145	0,7901
1.875.333.749	0,7927
1.876.550.051	0,7957
1.877.951.666	0,7974
1.879.034.114	0,7988
1.880.009.426	0,8003
1.882.009.322	0,8028
1.882.785.572	0,8047
1.884.018.749	0,8069
1.885.310.208	0,8079
1.886.768.853	0,8076
1.887.412.656	0,8084
188.857.901	0,8089
1.889.606.614	0,8098
189.113.302	0,8135
1.892.166.301	0,8184
1.893.305.051	0,8233
1.895.702.708	0,8277
1.896.732.395	0,8309
1.900.252.864	0,834
1.901.632.812	0,8365
1.902.386.562	0,8379
1.903.349.583	0,8387
1.903.980.833	0,8382
1.904.678.697	0,8379
190.523.901	0,8397
1.905.887.135	0,8409
1.906.949.635	0,8419
1.908.029.791	0,8423
1.909.362.812	0,8416
1.910.365.156	0,8401
1.911.437.083	0,8389
191.255.651	0,8365
1.915.039.999	0,834
1.915.669.478	0,8333
1.916.740.103	0,8316
1.917.752.968	0,8279
191.905.927	0,8238
192.041.901	0,8164
1.921.209.895	0,8091
1.922.428.124	0,8076
1.923.670.416	0,8106
1.924.891.093	0,8162
1.926.282.031	0,8213
1.927.479.999	0,8225
1.928.456.666	0,8218
1.929.604.947	0,8206
193.200.302	0,8174
1.932.714.947	0,8125
1.933.661.041	0,8067
1.934.914.895	0,8018
1.935.988.072	0,7969
1.937.105.676	0,791
1.938.580.624	0,7857
1.939.472.135	0,7808
1.940.753.072	0,7757
1.941.943.749	0,7703
1.943.210.312	0,7659
1.944.519.478	0,7617
1.945.526.562	0,7576
1.946.784.739	0,7534
1.952.520.312	0,75
1.953.519.583	0,7466
1.954.142.551	0,7436
1.954.959.062	0,7427
1.955.556.614	0,7414
1.956.120.156	0,7383
195.664.302	0,7351
195.717.052	0,7326
1.957.673.489	0,7317
1.959.350.937	0,7314
1.960.066.406	0,7305
1.961.430.208	0,729
1.962.598.072	0,7278
1.971.331.249	0,7265
1.973.502.603	0,7265
197.417.052	0,7258
1.975.295.937	0,7251
1.976.518.281	0,7261
1.977.080.989	0,7263
1.977.533.958	0,7258
1.978.005.833	0,7265
1.978.371.978	0,7287
1.979.098.697	0,7295
1.980.098.072	0,73
1.980.695.364	0,7317
1.981.143.176	0,7324
1.982.437.916	0,7317
1.983.337.083	0,7322
1.983.872.187	0,7329
1.984.368.906	0,7346
1.988.205.833	0,7361
1.989.075.416	0,7373
1.989.552.499	0,7385
1.990.146.406	0,7385
1.990.621.093	0,7388
1.990.983.645	0,7395
1.991.791.145	0,7392
1.993.708.541	0,7373
1.994.163.853	0,7346
1.995.472.551	0,7326
199.646.677	0,7314
1.998.193.333	0,7305
1.999.097.135	0,7285
2.001.698.593	0,7246
2.002.236.874	0,7207
2.003.246.926	0,7178
2.004.143.801	0,7146
2.005.147.499	0,7106
2.006.394.687	0,7072
2.007.532.239	0,7038
2.008.712.499	0,6997
2.009.903.176	0,6957
2.012.808.697	0,6909
2.013.431.978	0,6838
2.013.977.135	0,6757
2.016.747.916	0,6684
2.017.665.156	0,6606
2.018.305.728	0,6508
2.018.831.926	0,6403
2.025.760.156	0,631
2.026.923.437	0,6234
2.027.409.635	0,6154
202.781.927	0,6073
2.028.322.447	0,5997
2.028.888.801	0,5924
2.029.400.416	0,5839
2.029.762.031	0,5731
2.030.251.978	0,5612
2.030.919.583	0,5497
2.031.678.853	0,5387
2.035.066.041	0,5291
2.035.925.156	0,5208
2.036.508.801	0,5138
2.037.050.468	0,5064
2.037.758.385	0,4998
203.885.552	0,4947
2.039.896.145	0,4893
2.041.017.708	0,4827
2.042.232.395	0,4751
2.043.507.395	0,4676
2.045.024.166	0,4603
2.046.109.478	0,4529
2.053.419.114	0,4461
2.055.108.697	0,4412
2.056.258.853	0,4366
205.744.776	0,4312
2.059.237.395	0,4263
2.059.938.749	0,4219
2.060.562.499	0,4187
2.061.186.926	0,4158
2.061.795.416	0,4131
2.062.426.562	0,4107
206.336.901	0,4082
2.064.197.551	0,4053
206.483.328	0,4014
2.065.421.405	0,3987
2.066.018.645	0,3972
2.066.733.228	0,3965
2.067.324.843	0,3967
2.067.881.145	0,3975
2.070.821.041	0,3963
2.072.095.624	0,3906
2.073.002.864	0,3789
2.073.702.968	0,3628
207.435.151	0,3491
2.075.266.353	0,3432
2.076.898.905	0,3437
207.737.177	0,3481
2.078.717.968	0,3562
2.081.711.666	0,3696
2.082.198.489	0,3872
2.082.713.489	0,4043
2.084.717.708	0,4199
2.085.104.583	0,4361
2.085.906.405	0,4522
2.087.132.603	0,4668
208.828.526	0,481
2.089.398.176	0,4959
2.090.660.312	0,5096
2.091.796.666	0,5218
2.093.002.083	0,5348
2.094.194.478	0,547
2.095.519.218	0,5577
2.097.768.801	0,569
209.871.052	0,5804
209.915.828	0,5912
2.100.394.635	0,601
2.101.818.072	0,611
2.102.968.176	0,622
2.104.001.666	0,632
2.105.277.603	0,6396
2.106.432.083	0,6454
2.107.780.676	0,651
2.108.830.364	0,6567
2.110.143.489	0,6623
2.111.452.291	0,6706
211.243.401	0,6806
2.115.090.208	0,6904
2.115.830.208	0,7038
2.116.190.364	0,7178
2.117.303.541	0,7302
2.118.718.645	0,7405
2.119.877.239	0,7204
2.121.048.228	0,7197
212.204.578	0,7676
2.123.323.853	0,8018
2.124.547.916	0,8084
2.125.741.822	0,7971
2.127.079.062	0,7793
2.128.383.749	0,7605
2.129.357.291	0,7458
2.131.917.499	0,7363
2.132.619.843	0,7287
2.133.237.655	0,7214
2.134.380.676	0,7148
2.135.639.426	0,7104
213.678.026	0,7102
213.806.151	0,7116
2.139.091.666	0,715
2.140.230.937	0,7204
214.144.427	0,7248
214.278.177	0,7305
2.143.825.051	0,7383
2.145.179.687	0,749
2.146.335.103	0,7588
215.196.302	0,7707
215.269.151	0,8233
2.153.155.624	0,8714
2.153.630.416	0,8731
2.154.090.572	0,8636
215.457.276	0,8445
2.156.386.926	0,822
2.156.942.499	0,8035
2.157.451.874	0,7903
2.158.558.853	0,7803
2.159.819.062	0,7974
2.160.917.135	0,8181
216.213.953	0,8137
2.170.280.989	0,8074
2.171.222.083	0,802
2.171.751.145	0,7967
2.172.296.978	0,791
2.172.925.155	0,7854
2.173.405.468	0,7793
2.173.860.208	0,7735
2.174.300.833	0,7673
2.175.388.645	0,7622
2.175.872.499	0,7583
2.176.320.468	0,7539
2.176.960.989	0,7463
2.177.944.218	0,7319
2.179.228.228	0,7175
2.181.501.718	0,7089
2.182.282.135	0,6997
2.183.283.489	0,6894
2.184.150.572	0,6821
2.185.777.447	0,6765
2.187.046.249	0,6701
2.187.764.062	0,6628
2.188.774.947	0,6574
2.189.910.103	0,6547
219.121.828	0,6525
2.192.698.645	0,6493
2.193.583.176	0,6457
2.195.174.322	0,6415
2.196.640.833	0,6376
2.197.617.708	0,6339
220.173.776	0,6298
2.203.275.312	0,6291
2.204.079.218	0,6276
2.204.720.103	0,6222
2.205.475.155	0,6156
2.206.305.312	0,6105
2.207.097.395	0,6068
2.207.490.103	0,6037
2.208.026.093	0,601
2.209.546.978	0,601
2.210.701.926	0,6039
2.211.747.551	0,6017
2.212.902.708	0,5963
2.215.985.937	0,5956
2.217.435.051	0,599
2.217.994.791	0,6034
2.218.332.395	0,6078
2.219.519.583	0,6137
222.038.052	0,6212
2.221.404.478	0,6283
2.222.564.635	0,6352
2.223.850.833	0,6491
2.225.094.374	0,6664
2.226.341.874	0,6738
2.227.455.728	0,6704
222.870.177	0,6635
2.229.942.968	0,6603
2.232.264.791	0,6613
2.232.950.937	0,6633
2.233.928.489	0,665
2.235.483.853	0,6691
2.236.816.093	0,6752
2.238.312.655	0,6809
2.239.060.312	0,6879
2.240.018.228	0,6931
2.240.931.405	0,6931
2.242.424.426	0,6926
2.243.338.333	0,6975
2.244.711.978	0,705
2.245.781.978	0,7087
225.150.276	0,7109
2.252.547.864	0,7111
2.253.271.614	0,7104
2.253.946.822	0,7143
2.254.727.812	0,7197
2.255.303.228	0,7258
225.960.703	0,7351
2.261.683.749	0,7453
2.263.570.416	0,7571
2.264.389.999	0,771
2.265.091.562	0,7859
226.581.677	0,8013
2.266.633.801	0,8147
2.267.426.718	0,824
226.808.401	0,8269
2.268.669.114	0,8314
226.933.953	0,8404
226.991.901	0,8548
2.270.734.166	0,8714
2.271.361.093	0,8817
2.271.866.926	0,889
227.258.427	0,8973
2.277.210.989	0,9066
227.889.052	0,9146
2.280.031.093	0,9207
2.280.821.822	0,9247
2.281.661.718	0,9269
2.282.076.405	0,9293
2.282.534.062	0,931
2.283.005.468	0,9322
2.286.877.395	0,9339
2.288.404.322	0,9337
2.289.431.874	0,9327
2.290.038.957	0,933
229.104.901	0,9315
2.291.771.197	0,9283
2.291.992.499	0,9264
2.292.194.739	0,9259
2.292.987.343	0,9266
2.294.118.332	0,9273
229.545.078	0,9261
2.296.530.624	0,9247
2.298.639.739	0,9237
2.299.378.124	0,9222
2.300.436.093	0,9207
2.302.105.624	0,919
230.285.526	0,9181
2.303.909.739	0,9173
2.305.034.426	0,9149
2.306.312.343	0,9122
2.307.381.197	0,911
230.854.078	0,9107
2.309.871.093	0,911
2.311.214.635	0,9098
2.312.381.926	0,9098
2.315.287.499	0,911
2.316.127.343	0,9115
2.318.534.895	0,9117
2.319.323.176	0,9115
2.319.892.291	0,9107
2.320.386.353	0,9102
2.320.900.155	0,9102
2.322.363.176	0,9098
2.323.971.978	0,9088
2.324.708.801	0,9081
2.325.901.874	0,9076
2.327.095.728	0,9063
2.328.089.791	0,9034
2.329.210.364	0,8988
2.332.541.249	0,8961
2.333.516.926	0,8932
233.435.203	0,888
2.335.136.718	0,8817
2.335.928.176	0,8743
2.337.135.937	0,8663
2.337.943.957	0,8575
2.339.278.853	0,8487
2.340.003.645	0,8394
2.341.326.405	0,8304
2.343.094.582	0,8216
2.343.736.614	0,8118
2.344.868.124	0,8037
2.346.068.385	0,7964
2.351.285.624	0,7874
2.352.443.437	0,7781
2.353.159.478	0,7698
2.353.854.322	0,7615
235.719.677	0,7532
2.358.025.624	0,7453
2.358.732.291	0,739
2.359.270.728	0,7319
2.359.921.301	0,7248
2.360.536.353	0,7192
2.361.077.916	0,7141
2.361.486.249	0,7092
2.361.926.249	0,7048
2.363.694.374	0,7009
2.366.155.207	0,6977
2.367.193.697	0,6955
2.367.894.999	0,6933
2.368.528.437	0,6909
2.369.604.166	0,6894
2.370.825.312	0,6892
2.371.920.051	0,6889
2.373.027.343	0,6887
2.374.137.187	0,6896
237.539.828	0,6916
2.376.840.624	0,6948
2.377.906.874	0,6975
2.379.077.395	0,6999
2.382.574.374	0,7021
2.383.720.312	0,7045
2.384.216.353	0,7089
2.384.775.885	0,7128
2.385.185.207	0,7163
2.386.434.478	0,7202
2.388.427.864	0,7246
2.389.079.322	0,7292
2.390.065.728	0,7348
2.391.557.655	0,7405
2.392.310.989	0,7461
2.393.571.614	0,7532
2.394.908.853	0,7605
2.395.915.312	0,7678
2.398.615.207	0,7742
2.399.252.603	0,7791
2.400.505.572	0,7857
2.401.161.926	0,7932
240.245.776	0,801
2.403.035.312	0,8079
2.404.300.572	0,8145
2.405.638.645	0,8216
2.406.777.082	0,8277
2.407.888.801	0,8336
2.409.349.739	0,8397
2.410.617.447	0,846
2.411.919.791	0,8524
2.412.812.603	0,8577
2.415.950.207	0,8624
2.417.266.197	0,867
2.418.396.562	0,8716
2.419.527.655	0,8773
2.420.318.749	0,8841
242.105.776	0,8905
2.422.018.437	0,8963
2.422.902.499	0,9017
2.423.785.155	0,9076
2.424.922.707	0,9151
2.426.603.749	0,9215
2.427.532.968	0,9278
2.429.038.072	0,9344
2.429.808.489	0,94
2.432.429.791	0,9452
2.433.489.895	0,9513
2.434.172.812	0,9572
2.434.918.749	0,963
2.436.055.051	0,9694
2.437.319.426	0,976
2.438.281.249	0,9811
2.439.376.249	0,9855
2.440.538.437	0,9911
2.441.769.635	0,997
2.443.195.832	1,0026
244.423.078	1,0082
2.445.566.718	1,0133
2.446.914.791	1,0177
2.453.787.082	1,0226
2.454.915.468	1,0285
2.455.642.343	1,0341
2.456.370.728	1,0405
245.689.802	1,0466
2.457.458.437	1,0531
2.457.890.416	1,06
2.458.297.812	1,0669
2.459.052.864	1,0747
2.459.663.749	1,08
2.460.215.312	1,0847
2.461.358.489	1,0893
2.462.440.468	1,0935
2.478.727.707	1,0981
2.479.764.062	1,1003
2.480.475.051	1,1018
2.481.600.312	1,102
248.223.802	1,1018
2.483.230.468	1,102
2.483.929.374	1,1015
2.484.538.749	1,101
2.484.969.791	1,0996
2.485.488.801	1,0976
2.486.005.364	1,0952
2.486.383.176	1,092
248.687.703	1,0876
248.733.927	1,0832
248.778.953	1,0808
2.488.237.655	1,0795
2.488.693.124	1,0783
2.489.142.655	1,0759
2.489.761.562	1,0725
2.490.344.687	1,0686
2.490.971.562	1,0639
2.491.583.176	1,0593
2.492.193.124	1,0556
2.492.716.926	1,0522
2.493.296.926	1,0485
2.493.888.957	1,0446
2.496.319.426	1,0417
2.497.256.457	1,04
2.497.882.447	1,0368
2.500.355.468	1,0346
2.501.624.322	1,0343
2.502.684.374	1,0353
2.503.306.353	1,0363
2.504.017.603	1,0363
2.504.642.082	1,0385
2.505.818.176	1,0429
2.506.958.541	1,0475
2.508.196.405	1,0529
2.509.416.509	1,0595
2.510.717.343	1,0676
2.511.832.603	1,0764
2.512.947.343	1,0854
2.516.911.145	1,0952
2.518.438.437	1,1047
2.520.447.134	1,1152
2.520.893.124	1,1265
2.521.273.645	1,1374
2.521.763.905	1,1499
2.522.225.676	1,1616
2.523.008.541	1,1704
2.524.225.051	1,1778
2.525.754.218	1,1858
2.527.039.322	1,1963
2.527.736.562	1,2078
2.528.892.447	1,222
2.530.075.676	1,2391
2.532.703.801	1,2586
2.533.526.978	1,2794
2.533.952.864	1,2999
2.535.182.968	1,3216
2.537.253.489	1,3429
2.538.681.614	1,3615
253.938.427	1,3781
2.540.457.239	1,3964
2.541.432.447	1,4169
2.542.615.989	1,4367
2.544.152.916	1,4555
2.545.958.801	1,4731
2.546.623.176	1,4895
2.551.903.228	1,508
2.552.848.332	1,5295
2.553.439.166	1,5525
2.554.045.572	1,5725
2.554.701.197	1,5879
255.529.552	1,6016
2.555.844.166	1,6145
2.556.278.801	1,6277
2.557.808.332	1,6395
2.558.571.301	1,6517
2.559.574.062	1,6702
2.560.508.228	1,6905
2.561.706.093	1,7086
2.563.201.509	1,7257
2.573.660.468	1,7433
2.575.434.582	1,7611
2.576.383.853	1,7787
2.577.142.812	1,7958
2.577.802.082	1,8122
2.578.374.791	1,8259
257.926.802	1,8371
2.579.849.218	1,8491
2.580.391.041	1,8608
2.580.896.718	1,8708
2.581.367.134	1,8786
2.581.857.603	1,8867
258.236.177	1,8987
2.583.019.582	1,9109
2.583.561.874	1,9221
2.583.980.676	1,9309
2.584.490.103	1,9385
2.587.533.853	1,9485
2.588.652.968	1,9588
2.589.304.999	1,9656
2.589.838.072	1,9695
2.590.310.884	1,9744
2.590.976.978	1,9788
2.592.263.384	1,9813
2.593.315.259	1,9832
2.594.578.905	1,9837
2.595.507.916	1,9837
2.597.164.218	1,9834
2.599.398.437	1,9856
2.599.900.259	1,9876
2.602.205.937	1,9876
2.602.923.228	1,9883
2.603.433.332	1,9908
2.604.142.291	1,9944
2.605.800.312	1,9983
2.606.687.759	2,002
2.607.712.082	1,9502
2.608.872.134	1,8725
2.610.229.166	1,8574
2.611.827.812	1,8689
2.612.643.124	1,8742
2.615.071.093	1,8869
2.615.871.405	1,9075
2.616.480.989	1,9302
2.617.828.437	1,9534
2.619.062.968	1,9732
2.620.335.728	1,9908
2.621.385.832	2,0086
2.622.330.155	2,0242
2.623.598.228	2,035
2.624.709.895	2,0418
262.628.703	2,0482
262.718.703	2,0531
2.628.460.155	2,0572
2.629.555.155	2,0606
2.632.155.937	2,0628
2.633.032.447	2,0655
263.383.177	2,068
2.634.831.666	2,0694
263.829.703	2,0694
2.639.922.864	2,0653
2.640.721.509	2,0528
264.119.552	2,0338
2.641.847.499	2,0101
264.241.078	1,9822
264.349.302	1,9522
2.644.134.114	1,9214
2.645.345.312	1,8904
2.647.072.187	1,8576
2.648.240.832	1,8205
2.649.097.343	1,7804
2.655.834.009	1,7406
2.656.864.374	1,7027
265.742.578	1,6659
2.658.009.687	1,6287
2.658.601.614	1,5933
2.659.260.155	1,5615
2.660.549.426	1,5364
2.661.057.759	1,5151
2.661.426.041	1,4919
2.661.898.593	1,4668
2.662.327.447	1,4423
2.664.939.947	1,4201
266.587.177	1,3996
2.666.462.291	1,3781
2.667.445.676	1,3556
2.668.494.791	1,3407
2.670.168.749	1,3326
2.671.018.124	1,3216
2.671.796.353	1,306
2.672.979.374	1,2906
2.674.103.124	1,2772
2.675.421.666	1,2652
2.676.755.572	1,255
2.677.814.426	1,2462
267.921.052	1,2361
2.682.205.312	1,2229
2.683.263.853	1,2085
2.684.943.489	1,1924
2.685.662.916	1,1733
2.686.073.437	1,1543
2.686.622.864	1,136
2.687.837.447	1,1169
2.688.808.697	1,0935
2.689.964.999	1,0661
2.691.382.551	1,0395
2.692.696.405	1,0138
2.693.635.416	0,9857
2.695.047.082	0,9552
2.696.124.426	0,9232
2.699.031.978	0,8893
269.974.078	0,8643
2.700.164.634	0,8409
2.701.226.249	0,7967
2.703.374.791	0,7449
2.704.090.155	0,6904
2.704.500.676	0,6271
2.706.011.249	0,5179
2.707.215.572	0,4251
2.708.167.812	0,3965
270.954.078	0,3567
2.710.579.999	0,3032
2.712.132.812	0,2577
2.713.477.187	0,2196
2.714.142.447	0,1825
2.716.933.749	0,1459
2.718.051.249	0,1153
2.719.161.718	0,088
2.720.280.311	0,0667
2.721.101.353	0,052
2.721.934.791	0,0398
2.722.635.624	0,0225
2.723.890.416	0,0088
2.724.939.582	0,0066
2.726.730.311	-0,0071
2.727.665.364	-0,0254
2.728.660.624	-0,0364
2.730.079.478	-0,0491
2.731.411.301	-0,0635
2.735.263.957	-0,0769
2.736.285.259	-0,0943
2.736.794.791	-0,1182
2.737.319.426	-0,1424
2.737.866.614	-0,1761
2.738.616.197	-0,214
2.739.843.436	-0,244
2.741.027.655	-0,2697
2.742.039.791	-0,291
2.743.513.436	-0,3127
2.744.476.093	-0,342
2.745.980.311	-0,3703
2.752.478.436	-0,3931
2.753.478.749	-0,4129
2.754.050.468	-0,4273
2.754.760.416	-0,4419
2.755.367.864	-0,452
2.755.992.499	-0,4561
2.756.622.291	-0,4556
2.757.124.478	-0,4576
2.757.685.884	-0,4634
2.758.216.405	-0,4678
2.759.556.926	-0,48
276.034.802	-0,4959
2.761.540.364	-0,5081
2.762.652.864	-0,5245
2.772.478.332	-0,5416
2.773.932.655	-0,5502
2.774.763.853	-0,5548
2.775.439.895	-0,5621
277.636.052	-0,5734
2.776.926.926	-0,5822
2.777.430.728	-0,5951
2.778.002.447	-0,6103
277.870.703	-0,6222
2.779.715.155	-0,6354
2.780.390.051	-0,6479
2.781.003.228	-0,6579
2.781.791.145	-0,6696
2.782.330.364	-0,6896
2.782.931.666	-0,7124
2.783.482.395	-0,7273
278.390.302	-0,7375
2.786.403.176	-0,7495
2.788.212.603	-0,7637
2.789.274.739	-0,7822
2.790.152.082	-0,8067
2.791.121.614	-0,834
2.791.586.197	-0,8558
2.791.989.374	-0,867
2.793.029.218	-0,8702
2.794.412.603	-0,8721
