time_ajustado	gFx	gFy	gFz	TgF
1,403467083	0,1051	0,9872	0,1392	1,002
1,404389114	0,107	0,9877	0,1385	1,003
1,405021041	0,1077	0,9862	0,1383	1,002
1,405507916	0,1092	0,9848	0,1378	1
1,405967343	0,1114	0,9833	0,1373	0,999
1,406677135	0,1148	0,9811	0,1368	0,997
1,407787447	0,1187	0,9806	0,1365	0,997
1,409040989	0,1217	0,9799	0,1368	0,997
1,410225677	0,1236	0,9786	0,1368	0,996
1,411639114	0,1253	0,9777	0,137	0,995
1,412627031	0,1273	0,976	0,1375	0,994
1,416153906	0,1297	0,974	0,138	0,992
1,416862916	0,1326	0,9713	0,137	0,99
1,417323906	0,1358	0,9694	0,1344	0,988
1,417815312	0,1395	0,9686	0,1339	0,988
1,419408281	0,1422	0,9686	0,1346	0,988
1,420407812	0,1427	0,9689	0,1348	0,989
1,421418177	0,1427	0,9681	0,1346	0,988
1,422435989	0,1446	0,9664	0,1348	0,986
1,423763749	0,1488	0,9652	0,1344	0,986
1,425118645	0,1527	0,9647	0,1339	0,986
1,426555468	0,1537	0,9659	0,1339	0,987
1,427519531	0,1549	0,9662	0,1329	0,988
1,428500364	0,1573	0,9659	0,1314	0,987
1,429807343	0,1634	0,965	0,13	0,987
1,432696093	0,1766	0,9579	0,1273	0,982
1,433537499	0,1915	0,9491	0,1234	0,976
1,434100156	0,1971	0,9464	0,1224	0,974
1,43520427	0,1927	0,9511	0,1258	0,979
1,43627802	0,1852	0,9589	0,128	0,985
1,437456979	0,1774	0,9669	0,1292	0,992
1,438689479	0,1713	0,9738	0,13	0,997
1,439782239	0,1664	0,9789	0,1292	1,001
1,440820312	0,1644	0,983	0,1285	1,005
1,441914895	0,1654	0,9862	0,1278	1,008
1,443162812	0,1654	0,9872	0,1273	1,009
1,444330624	0,1656	0,9882	0,127	1,01
1,445572968	0,1661	0,9887	0,1268	1,011
1,446819583	0,1664	0,9882	0,1268	1,01
1,451741718	0,1673	0,9882	0,1265	1,01
1,452495052	0,1695	0,9872	0,1261	1,01
1,45297776	0,1722	0,9852	0,1261	1,008
1,453388385	0,1732	0,983	0,1248	1,006
1,453861093	0,1732	0,9813	0,1231	1,004
1,454270104	0,1742	0,9799	0,1217	1,003
1,456334322	0,1754	0,9784	0,1207	1,001
1,457009843	0,1756	0,9772	0,1202	1
1,458038281	0,1764	0,9755	0,1202	0,999
1,459237291	0,1769	0,9735	0,119	0,997
1,460857499	0,1761	0,9713	0,1177	0,994
1,461600208	0,1761	0,9699	0,1175	0,993
1,463126406	0,1766	0,9694	0,117	0,992
1,465802031	0,1776	0,9679	0,1175	0,991
1,466455885	0,1781	0,9657	0,1182	0,989
1,467004947	0,1776	0,964	0,1187	0,987
1,467863749	0,1769	0,9606	0,119	0,984
1,469046562	0,1764	0,9589	0,1192	0,982
1,470319479	0,1766	0,9581	0,119	0,982
1,471267447	0,1761	0,9562	0,1187	0,979
1,472538229	0,1756	0,9545	0,1195	0,978
1,473834739	0,1754	0,9528	0,1204	0,976
1,475295729	0,1739	0,9506	0,1212	0,974
1,478884791	0,1725	0,9481	0,1217	0,971
1,479585624	0,172	0,9464	0,1212	0,97
1,480075781	0,1717	0,9452	0,1202	0,968
1,480593854	0,1715	0,9437	0,1207	0,967
1,481049427	0,171	0,942	0,1214	0,965
1,483541041	0,1703	0,94	0,1217	0,963
1,48482651	0,17	0,9393	0,1214	0,962
1,485471458	0,1698	0,9393	0,1226	0,962
1,486005677	0,1698	0,9381	0,1243	0,961
1,487293541	0,1691	0,9366	0,1246	0,96
1,488302812	0,1681	0,9354	0,1243	0,958
1,489271302	0,1686	0,9337	0,1243	0,957
1,490426822	0,1686	0,9327	0,1248	0,956
1,491544947	0,1695	0,9325	0,1258	0,956
1,492831979	0,1727	0,931	0,1251	0,955
1,49402802	0,1813	0,9244	0,1221	0,95
1,495246614	0,1927	0,9149	0,1192	0,943
1,496550781	0,1974	0,91	0,1195	0,939
1,499010572	0,194	0,9117	0,1239	0,94
1,499724583	0,1879	0,9178	0,127	0,945
1,500266041	0,18	0,9259	0,128	0,952
1,501212708	0,1713	0,9359	0,1292	0,96
1,502749166	0,1647	0,9452	0,129	0,968
1,503747447	0,1603	0,9528	0,1282	0,975
1,504806458	0,1551	0,9596	0,1275	0,98
1,506120104	0,1522	0,9642	0,1253	0,984
1,507467552	0,1556	0,9647	0,1221	0,985
1,508426979	0,1615	0,9625	0,1192	0,983
1,509774062	0,1632	0,9633	0,118	0,984
1,511068802	0,1617	0,9681	0,1182	0,989
1,512160052	0,1598	0,9733	0,1187	0,993
1,513151458	0,1564	0,9794	0,1199	0,999
1,515624479	0,1529	0,986	0,1202	1,005
1,516347864	0,1498	0,9921	0,119	1,01
1,517348177	0,1466	0,9977	0,118	1,015
1,518344531	0,1459	1,0033	0,1173	1,021
1,519482708	0,1463	1,0085	0,1175	1,026
1,520664062	0,1471	1,0121	0,1182	1,03
1,521780156	0,1478	1,0148	0,1168	1,032
1,523375989	0,1485	1,0158	0,1148	1,033
1,524454374	0,1493	1,017	0,1153	1,034
1,525491822	0,15	1,0202	0,1173	1,038
1,526600624	0,1517	1,0224	0,1177	1,04
1,527787812	0,1544	1,0246	0,1175	1,043
1,528936354	0,1583	1,0268	0,1175	1,046
1,53233927	0,1695	1,0212	0,1153	1,042
1,533155833	0,1883	1,0094	0,1114	1,033
1,533681406	0,2023	1,0006	0,1099	1,027
1,534195156	0,204	0,9999	0,1104	1,026
1,535440416	0,1947	1,0058	0,1119	1,031
1,537313177	0,1822	1,0143	0,1134	1,037
1,538095885	0,1715	1,0246	0,1131	1,045
1,539112552	0,1605	1,0348	0,1104	1,053
1,540028906	0,1515	1,0434	0,1075	1,06
1,541254947	0,1454	1,0505	0,1041	1,066
1,542404947	0,14	1,0561	0,1016	1,07
1,543985989	0,1378	1,0595	0,0999	1,073
1,544877395	0,1385	1,0617	0,0982	1,075
1,546071458	0,1412	1,0629	0,0968	1,077
1,551941249	0,1446	1,0625	0,0943	1,076
1,552697604	0,1476	1,0607	0,0906	1,075
1,553204895	0,1505	1,0588	0,0877	1,073
1,553733437	0,1544	1,0575	0,0857	1,072
1,554175833	0,159	1,0561	0,0845	1,071
1,554730364	0,1634	1,0534	0,0835	1,069
1,555202552	0,1671	1,05	0,0828	1,066
1,555675208	0,1717	1,0466	0,0826	1,064
1,557140052	0,1764	1,0436	0,0821	1,062
1,558162395	0,1815	1,0407	0,0816	1,06
1,559386093	0,191	1,0326	0,0804	1,053
1,560620781	0,2055	1,0207	0,0782	1,044
1,561797552	0,2179	1,0114	0,0787	1,038
1,563337031	0,2267	1,0053	0,0806	1,034
1,566542343	0,2316	1,0014	0,0816	1,031
1,567387031	0,2306	1,0001	0,0816	1,03
1,567972708	0,2257	1,0018	0,0826	1,03
1,569089947	0,2187	1,007	0,0857	1,034
1,569589114	0,2108	1,0124	0,0889	1,038
1,571420572	0,2028	1,0187	0,0906	1,043
1,572563281	0,1954	1,0251	0,0916	1,048
1,573278802	0,1903	1,0297	0,0906	1,051
1,573973593	0,1869	1,0336	0,0892	1,054
1,575406562	0,1847	1,0346	0,0884	1,055
1,576427083	0,1852	1,0334	0,088	1,054
1,577343958	0,1879	1,0319	0,0882	1,053
1,578471874	0,191	1,0304	0,0875	1,052
1,579866927	0,1942	1,0282	0,0857	1,05
1,584959635	0,1966	1,0246	0,0843	1,047
1,586771562	0,1998	1,0207	0,0835	1,043
1,587959947	0,204	1,0177	0,0828	1,041
1,589341249	0,2067	1,0148	0,0813	1,039
1,590005364	0,2089	1,0109	0,0804	1,035
1,590858906	0,2116	1,008	0,0801	1,033
1,59150651	0,2145	1,0065	0,0796	1,032
1,591870885	0,2182	1,0033	0,0787	1,03
1,592207968	0,2218	0,9996	0,0774	1,027
1,592875104	0,2245	0,9962	0,0762	1,024
1,593209374	0,2265	0,9933	0,0745	1,022
1,595037135	0,2279	0,9913	0,0735	1,02
1,595766562	0,2284	0,9891	0,0728	1,018
1,596897708	0,2296	0,9865	0,0721	1,015
1,599641041	0,2318	0,9833	0,0716	1,013
1,601441093	0,2343	0,9806	0,0689	1,011
1,602050781	0,237	0,9786	0,0667	1,009
1,602437604	0,2399	0,9769	0,0657	1,008
1,60307401	0,2428	0,975	0,0642	1,007
1,604295156	0,2445	0,973	0,0638	1,005
1,605557916	0,2467	0,9711	0,063	1,004
1,606673958	0,2484	0,9686	0,0618	1,002
1,607712083	0,2494	0,965	0,062	0,999
1,608894895	0,2511	0,9603	0,0628	0,995
1,610084062	0,2538	0,9576	0,0623	0,993
1,611465416	0,2565	0,9562	0,0623	0,992
1,612561249	0,2592	0,953	0,0633	0,99
1,61516026	0,2609	0,9491	0,0642	0,986
1,615866249	0,2619	0,9459	0,0652	0,984
1,616563541	0,2631	0,9422	0,066	0,981
1,617731197	0,2648	0,9378	0,0664	0,977
1,619253281	0,2673	0,9334	0,0667	0,973
1,620195104	0,2704	0,9288	0,0677	0,97
1,622279166	0,2726	0,9249	0,0686	0,967
1,622962239	0,2736	0,9217	0,0696	0,964
1,623593177	0,2761	0,9176	0,0716	0,961
1,624714895	0,2795	0,9134	0,0733	0,958
1,626118749	0,2827	0,9102	0,0733	0,956
1,627418749	0,2856	0,9063	0,0743	0,953
1,62825677	0,287	0,9037	0,0755	0,951
1,629513281	0,2885	0,9012	0,0757	0,949
1,632055781	0,29	0,8978	0,0769	0,947
1,632840937	0,291	0,8954	0,0779	0,945
1,633428854	0,2927	0,8934	0,0791	0,943
1,63483052	0,2949	0,8919	0,0813	0,943
1,63573401	0,2968	0,8905	0,0828	0,942
1,637512031	0,299	0,8895	0,084	0,942
1,638790156	0,301	0,8885	0,0855	0,942
1,639475624	0,3029	0,8878	0,0855	0,942
1,640384531	0,3071	0,888	0,0848	0,943
1,641613749	0,3112	0,888	0,0845	0,945
1,642897708	0,3144	0,888	0,085	0,946
1,644121666	0,3156	0,8883	0,0867	0,947
1,645280572	0,3154	0,889	0,0887	0,947
1,646353645	0,3169	0,8897	0,0904	0,949
1,656447031	0,3193	0,8893	0,0904	0,949
1,657624635	0,321	0,8895	0,0906	0,95
1,658188124	0,3227	0,891	0,0916	0,952
1,658730989	0,3252	0,8929	0,0928	0,955
1,659554947	0,3274	0,8956	0,0938	0,958
1,659987135	0,3298	0,8985	0,0941	0,962
1,660371458	0,3335	0,901	0,0946	0,965
1,660880781	0,3374	0,9027	0,0948	0,968
1,661383958	0,341	0,9041	0,0948	0,971
1,661843229	0,3442	0,9059	0,095	0,974
1,662226666	0,3467	0,9085	0,0955	0,977
1,663036874	0,3481	0,9127	0,0963	0,982
1,664149843	0,3498	0,9154	0,0968	0,985
1,66457401	0,352	0,9178	0,0963	0,988
1,664898072	0,3528	0,9215	0,0953	0,991
1,672077864	0,3535	0,9249	0,0955	0,995
1,673240833	0,3547	0,9288	0,0953	0,999
1,673701301	0,3554	0,9334	0,0948	1,003
1,674135989	0,3562	0,9364	0,0938	1,006
1,674645364	0,3559	0,9386	0,0921	1,008
1,675112708	0,3542	0,941	0,0919	1,01
1,675556145	0,3535	0,9442	0,0921	1,012
1,676021874	0,3542	0,9462	0,0921	1,014
1,676590364	0,3545	0,9467	0,0926	1,015
1,676926458	0,3552	0,9489	0,0914	1,017
1,677822239	0,3562	0,9503	0,0902	1,019
1,679287864	0,355	0,9501	0,0884	1,018
1,680724374	0,3537	0,9493	0,0877	1,017
1,682216458	0,3542	0,9491	0,0875	1,017
1,685142291	0,3554	0,9486	0,0863	1,017
1,685661666	0,3557	0,9471	0,085	1,015
1,685948541	0,3554	0,9454	0,084	1,014
1,686424218	0,3554	0,9439	0,0828	1,012
1,687867499	0,3562	0,9422	0,0806	1,011
1,68886776	0,3567	0,94	0,0782	1,008
1,690063385	0,3564	0,9386	0,0765	1,007
1,691393906	0,3562	0,9361	0,0738	1,004
1,692366562	0,3564	0,9322	0,0708	1,001
1,693613489	0,3567	0,9293	0,0686	0,998
1,694954479	0,3572	0,9278	0,0664	0,996
1,695952135	0,3574	0,9261	0,0642	0,995
1,697926041	0,3581	0,9229	0,0613	0,992
1,698588854	0,3596	0,9186	0,0586	0,988
1,700008645	0,3603	0,9144	0,0569	0,984
1,701113697	0,3601	0,9117	0,0542	0,982
1,70338401	0,3594	0,9088	0,0508	0,979
1,703889583	0,3596	0,9054	0,0494	0,975
1,70455802	0,3613	0,9024	0,0479	0,973
1,705830729	0,3625	0,899	0,0459	0,97
1,707055729	0,362	0,8954	0,0454	0,967
1,708166822	0,3615	0,8917	0,0445	0,963
1,709626614	0,362	0,8875	0,0418	0,959
1,710824374	0,3613	0,8831	0,0403	0,955
1,711918697	0,3603	0,8795	0,0396	0,951
1,713147551	0,3601	0,8758	0,0398	0,948
1,715515208	0,3596	0,8726	0,0389	0,945
1,716302499	0,3591	0,868	0,0379	0,94
1,716876041	0,3596	0,8636	0,0381	0,936
1,718262395	0,3606	0,8607	0,0379	0,934
1,719478958	0,3598	0,857	0,0381	0,93
1,721800468	0,3579	0,8536	0,0389	0,926
1,723636458	0,3574	0,8502	0,0384	0,923
1,724509062	0,3567	0,847	0,0384	0,92
1,725182604	0,3557	0,8433	0,0389	0,916
1,725861406	0,355	0,8399	0,0396	0,913
1,727527447	0,3542	0,8375	0,0408	0,91
1,728506301	0,355	0,834	0,0418	0,907
1,729055416	0,3562	0,8309	0,0435	0,905
1,733616145	0,3567	0,8284	0,0447	0,903
1,735379062	0,3569	0,8267	0,0452	0,902
1,736441197	0,3574	0,8257	0,0452	0,901
1,737077343	0,3589	0,8245	0,0462	0,9
1,737656249	0,3591	0,8238	0,0479	0,9
1,738242187	0,3574	0,823	0,0498	0,899
1,739066562	0,3562	0,8203	0,052	0,896
1,739701458	0,3557	0,8174	0,054	0,893
1,740179166	0,3564	0,8167	0,0562	0,893
1,741497864	0,3564	0,8157	0,0586	0,892
1,742157135	0,3557	0,814	0,0606	0,89
1,743449895	0,3562	0,8128	0,062	0,89
1,744803072	0,3572	0,812	0,0645	0,889
1,746338854	0,3569	0,8125	0,0674	0,89
1,755959843	0,3564	0,814	0,0711	0,891
1,756600208	0,3557	0,815	0,074	0,892
1,756925729	0,3554	0,8137	0,0757	0,891
1,757222291	0,3586	0,8115	0,0752	0,89
1,757498854	0,365	0,8096	0,0743	0,891
1,757801926	0,3689	0,8096	0,076	0,893
1,758084687	0,3718	0,8091	0,0799	0,894
1,758360833	0,3784	0,8064	0,0811	0,894
1,758811249	0,3828	0,8072	0,0811	0,897
1,759148645	0,3865	0,8084	0,0838	0,9
1,759456354	0,3945	0,8074	0,085	0,903
1,760400676	0,3977	0,8103	0,0867	0,907
1,761614062	0,3916	0,8198	0,0921	0,913
1,762781666	0,3787	0,8336	0,1004	0,921
1,772373906	0,362	0,8497	0,1072	0,93
1,773650833	0,3464	0,8665	0,1116	0,94
1,774161614	0,332	0,8831	0,1146	0,95
1,774842239	0,3196	0,8985	0,1168	0,961
1,775276145	0,3102	0,9115	0,118	0,97
1,775648854	0,3058	0,9212	0,1185	0,978
1,77623151	0,3058	0,9283	0,118	0,984
1,776588749	0,3063	0,9344	0,1173	0,99
1,776924687	0,308	0,9393	0,118	0,996
1,777261614	0,3105	0,9447	0,1187	1,001
1,777575104	0,3127	0,9501	0,1182	1,007
1,777890729	0,3171	0,9552	0,1175	1,013
1,778416979	0,3217	0,9594	0,117	1,019
1,779653437	0,3249	0,9625	0,1163	1,023
1,783598176	0,3279	0,9662	0,1156	1,027
1,785191562	0,3301	0,9706	0,1136	1,031
1,785988697	0,332	0,975	0,1116	1,036
1,786733176	0,3349	0,9791	0,1092	1,041
1,787294114	0,3396	0,9826	0,106	1,045
1,787807135	0,3447	0,9865	0,1031	1,05
1,788264166	0,3496	0,9894	0,1014	1,054
1,789360364	0,3581	0,9899	0,0982	1,057
1,790671458	0,3748	0,985	0,0933	1,058
1,791829374	0,3963	0,976	0,0884	1,057
1,793012031	0,4148	0,9677	0,0852	1,056
1,794173385	0,4246	0,963	0,0838	1,056
1,795602968	0,4241	0,9635	0,0826	1,056
1,797500624	0,4194	0,9677	0,0813	1,058
1,798014531	0,4148	0,973	0,0789	1,061
1,800330156	0,407	0,9808	0,0755	1,065
1,80093651	0,3953	0,9913	0,0728	1,07
1,802849635	0,3833	1,0024	0,0721	1,076
1,80818526	0,3748	1,0094	0,0713	1,079
1,808795051	0,3684	1,0146	0,0684	1,082
1,809065468	0,3642	1,0195	0,0642	1,084
1,809309322	0,3598	1,0241	0,0603	1,087
1,809500676	0,352	1,0302	0,0574	1,09
1,809718697	0,3432	1,037	0,0562	1,094
1,810424635	0,3342	1,0431	0,0567	1,097
1,811444843	0,3271	1,0485	0,0574	1,1
1,812754947	0,323	1,0507	0,055	1,101
1,816900572	0,3217	1,0488	0,0501	1,098
1,817632968	0,3239	1,0434	0,0457	1,093
1,818069947	0,3283	1,0353	0,0425	1,087
1,818586249	0,3327	1,0251	0,0391	1,078
1,81903802	0,3374	1,0143	0,0357	1,07
1,819788437	0,344	1,0033	0,0327	1,061
1,820858072	0,3503	0,9916	0,0296	1,052
1,821987187	0,3569	0,9811	0,0266	1,044
1,823326354	0,3623	0,9713	0,0247	1,037
1,824424114	0,3672	0,9625	0,0244	1,03
1,826047395	0,3718	0,9537	0,0234	1,024
1,826883229	0,3745	0,9439	0,022	1,016
1,828187031	0,3772	0,9347	0,0212	1,008
1,829354479	0,3814	0,9269	0,0205	1,002
1,831687656	0,3853	0,92	0,019	0,998
1,832390989	0,3882	0,9134	0,0181	0,993
1,83316552	0,3901	0,9071	0,0171	0,988
1,834462812	0,3921	0,9017	0,0159	0,983
1,835470833	0,3945	0,8966	0,0161	0,98
1,836654947	0,396	0,891	0,0166	0,975
1,837849791	0,3958	0,8853	0,0166	0,97
1,83895401	0,397	0,8795	0,0173	0,965
1,840057656	0,3982	0,8738	0,0188	0,96
1,841351458	0,3982	0,868	0,0203	0,955
1,842476666	0,3977	0,8619	0,0215	0,949
1,84372526	0,3967	0,856	0,023	0,944
1,844883385	0,396	0,8502	0,0251	0,938
1,846074843	0,3958	0,8436	0,0271	0,932
1,850999739	0,3938	0,8382	0,0296	0,927
1,85179401	0,3919	0,8336	0,033	0,922
1,852305833	0,3901	0,8279	0,0359	0,916
1,852802603	0,3875	0,8213	0,0386	0,909
1,853266822	0,3855	0,8157	0,0418	0,903
1,853713801	0,3848	0,8111	0,0445	0,899
1,854787499	0,3845	0,8072	0,0481	0,895
1,855940572	0,3831	0,8028	0,0515	0,891
1,857465364	0,3816	0,8001	0,0542	0,888
1,858721249	0,3799	0,7984	0,0574	0,886
1,859717291	0,3767	0,7957	0,0613	0,882
1,860706041	0,3726	0,7935	0,0647	0,879
1,861788437	0,3703	0,7927	0,0682	0,878
1,863612291	0,3684	0,7927	0,0716	0,877
1,866698489	0,3664	0,791	0,074	0,875
1,867649478	0,3662	0,7888	0,0762	0,873
1,868345572	0,3647	0,7869	0,0779	0,871
1,868807864	0,3618	0,7862	0,0804	0,869
1,869254218	0,3591	0,7862	0,083	0,868
1,870455416	0,3569	0,7869	0,085	0,868
1,87153526	0,3562	0,7886	0,0867	0,87
1,872711406	0,3564	0,7893	0,0877	0,87
1,874016145	0,3552	0,7901	0,0887	0,871
1,875333749	0,3535	0,7927	0,0902	0,873
1,876550051	0,3525	0,7957	0,0909	0,875
1,877951666	0,3513	0,7974	0,0909	0,876
1,879034114	0,3501	0,7988	0,0904	0,877
1,880009426	0,3489	0,8003	0,0899	0,878
1,882009322	0,3469	0,8028	0,0897	0,879
1,882785572	0,3467	0,8047	0,0894	0,881
1,884018749	0,3479	0,8069	0,0911	0,883
1,885310208	0,3496	0,8079	0,0924	0,885
1,886768853	0,3515	0,8076	0,0931	0,886
1,887412656	0,3535	0,8084	0,0938	0,887
1,88857901	0,3542	0,8089	0,0946	0,888
1,889606614	0,3532	0,8098	0,0965	0,889
1,89113302	0,3513	0,8135	0,0982	0,892
1,892166301	0,3486	0,8184	0,0992	0,895
1,893305051	0,3474	0,8233	0,1002	0,899
1,895702708	0,3474	0,8277	0,1016	0,903
1,896732395	0,3474	0,8309	0,1021	0,906
1,900252864	0,3474	0,834	0,1021	0,909
1,901632812	0,3469	0,8365	0,1036	0,911
1,902386562	0,3476	0,8379	0,1048	0,913
1,903349583	0,3491	0,8387	0,1053	0,915
1,903980833	0,353	0,8382	0,1068	0,916
1,904678697	0,3574	0,8379	0,1077	0,917
1,90523901	0,3591	0,8397	0,1092	0,92
1,905887135	0,3615	0,8409	0,1119	0,922
1,906949635	0,3655	0,8419	0,1146	0,925
1,908029791	0,3664	0,8423	0,1165	0,926
1,909362812	0,3664	0,8416	0,1195	0,926
1,910365156	0,3686	0,8401	0,1221	0,926
1,911437083	0,3708	0,8389	0,1236	0,926
1,91255651	0,372	0,8365	0,1261	0,924
1,915039999	0,3728	0,834	0,13	0,923
1,915669478	0,3731	0,8333	0,1331	0,923
1,916740103	0,3745	0,8316	0,1341	0,922
1,917752968	0,3784	0,8279	0,1346	0,92
1,91905927	0,3865	0,8238	0,1346	0,92
1,92041901	0,398	0,8164	0,1314	0,918
1,921209895	0,4087	0,8091	0,1261	0,915
1,922428124	0,4087	0,8076	0,1248	0,914
1,923670416	0,3984	0,8106	0,1297	0,912
1,924891093	0,3833	0,8162	0,1336	0,912
1,926282031	0,3664	0,8213	0,1348	0,909
1,927479999	0,3545	0,8225	0,1351	0,906
1,928456666	0,3484	0,8218	0,1341	0,903
1,929604947	0,3437	0,8206	0,1336	0,9
1,93200302	0,3408	0,8174	0,1344	0,896
1,932714947	0,3396	0,8125	0,1351	0,891
1,933661041	0,3388	0,8067	0,1363	0,885
1,934914895	0,3393	0,8018	0,1368	0,881
1,935988072	0,341	0,7969	0,1353	0,877
1,937105676	0,344	0,791	0,1336	0,873
1,938580624	0,3474	0,7857	0,1346	0,87
1,939472135	0,3496	0,7808	0,1361	0,866
1,940753072	0,3515	0,7757	0,1361	0,862
1,941943749	0,3537	0,7703	0,1363	0,858
1,943210312	0,3562	0,7659	0,1363	0,856
1,944519478	0,3589	0,7617	0,1358	0,853
1,945526562	0,3603	0,7576	0,1351	0,85
1,946784739	0,3623	0,7534	0,1334	0,847
1,952520312	0,363	0,75	0,1324	0,844
1,953519583	0,3618	0,7466	0,1317	0,84
1,954142551	0,3613	0,7436	0,1302	0,837
1,954959062	0,3618	0,7427	0,128	0,836
1,955556614	0,364	0,7414	0,1256	0,835
1,956120156	0,3659	0,7383	0,1234	0,833
1,95664302	0,3659	0,7351	0,1217	0,83
1,95717052	0,3652	0,7326	0,1195	0,827
1,957673489	0,3642	0,7317	0,116	0,826
1,959350937	0,3642	0,7314	0,1121	0,825
1,960066406	0,3652	0,7305	0,1087	0,824
1,961430208	0,3664	0,729	0,106	0,823
1,962598072	0,3679	0,7278	0,1033	0,822
1,971331249	0,3686	0,7265	0,1009	0,821
1,973502603	0,3696	0,7265	0,0985	0,821
1,97417052	0,3711	0,7258	0,0955	0,821
1,975295937	0,3723	0,7251	0,0933	0,82
1,976518281	0,3738	0,7261	0,0909	0,822
1,977080989	0,3738	0,7263	0,0875	0,822
1,977533958	0,3733	0,7258	0,0835	0,82
1,978005833	0,3735	0,7265	0,0799	0,821
1,978371978	0,3728	0,7287	0,075	0,822
1,979098697	0,3726	0,7295	0,0691	0,822
1,980098072	0,3743	0,73	0,0633	0,823
1,980695364	0,375	0,7317	0,0591	0,824
1,981143176	0,3745	0,7324	0,0557	0,824
1,982437916	0,3762	0,7317	0,0513	0,824
1,983337083	0,3796	0,7322	0,0472	0,826
1,983872187	0,3818	0,7329	0,043	0,828
1,984368906	0,3828	0,7346	0,0386	0,829
1,988205833	0,3848	0,7361	0,0345	0,831
1,989075416	0,3875	0,7373	0,0323	0,834
1,989552499	0,3894	0,7385	0,0308	0,835
1,990146406	0,3901	0,7385	0,0281	0,836
1,990621093	0,3904	0,7388	0,0239	0,836
1,990983645	0,3919	0,7395	0,0203	0,837
1,991791145	0,3933	0,7392	0,0168	0,838
1,993708541	0,3936	0,7373	0,0151	0,836
1,994163853	0,3943	0,7346	0,0139	0,834
1,995472551	0,3945	0,7326	0,0107	0,832
1,99646677	0,395	0,7314	0,0081	0,831
1,998193333	0,3955	0,7305	0,0068	0,831
1,999097135	0,3955	0,7285	0,0051	0,829
2,001698593	0,396	0,7246	0,0034	0,826
2,002236874	0,3958	0,7207	0,0015	0,822
2,003246926	0,3967	0,7178	-0,0005	0,82
2,004143801	0,3989	0,7146	-0,002	0,818
2,005147499	0,4002	0,7106	-0,0037	0,816
2,006394687	0,4009	0,7072	-0,0049	0,813
2,007532239	0,4009	0,7038	-0,0056	0,81
2,008712499	0,4006	0,6997	-0,0071	0,806
2,009903176	0,4009	0,6957	-0,009	0,803
2,012808697	0,4006	0,6909	-0,0115	0,799
2,013431978	0,3989	0,6838	-0,0132	0,792
2,013977135	0,3984	0,6757	-0,0132	0,785
2,016747916	0,3977	0,6684	-0,0132	0,778
2,017665156	0,3965	0,6606	-0,0142	0,771
2,018305728	0,395	0,6508	-0,0144	0,761
2,018831926	0,3923	0,6403	-0,0137	0,751
2,025760156	0,3904	0,631	-0,0134	0,742
2,026923437	0,3899	0,6234	-0,0125	0,735
2,027409635	0,3899	0,6154	-0,0117	0,729
2,02781927	0,3911	0,6073	-0,0122	0,722
2,028322447	0,3941	0,5997	-0,011	0,718
2,028888801	0,397	0,5924	-0,0105	0,713
2,029400416	0,3992	0,5839	-0,011	0,707
2,029762031	0,3997	0,5731	-0,0115	0,699
2,030251978	0,3989	0,5612	-0,0122	0,689
2,030919583	0,3992	0,5497	-0,0139	0,679
2,031678853	0,3987	0,5387	-0,0161	0,67
2,035066041	0,398	0,5291	-0,0181	0,662
2,035925156	0,3989	0,5208	-0,02	0,656
2,036508801	0,4006	0,5138	-0,022	0,652
2,037050468	0,4033	0,5064	-0,0239	0,648
2,037758385	0,4067	0,4998	-0,0254	0,645
2,03885552	0,4107	0,4947	-0,0264	0,643
2,039896145	0,4138	0,4893	-0,0259	0,641
2,041017708	0,4177	0,4827	-0,0247	0,639
2,042232395	0,4224	0,4751	-0,0242	0,636
2,043507395	0,4265	0,4676	-0,0242	0,633
2,045024166	0,4297	0,4603	-0,0242	0,63
2,046109478	0,4312	0,4529	-0,0247	0,626
2,053419114	0,4327	0,4461	-0,0259	0,622
2,055108697	0,4358	0,4412	-0,0254	0,621
2,056258853	0,4378	0,4366	-0,0237	0,619
2,05744776	0,438	0,4312	-0,0225	0,615
2,059237395	0,439	0,4263	-0,022	0,612
2,059938749	0,4397	0,4219	-0,0195	0,61
2,060562499	0,4397	0,4187	-0,0159	0,607
2,061186926	0,4415	0,4158	-0,0129	0,607
2,061795416	0,4422	0,4131	-0,0098	0,605
2,062426562	0,4397	0,4107	-0,0056	0,602
2,06336901	0,4378	0,4082	-0,002	0,599
2,064197551	0,4356	0,4053	0,001	0,595
2,06483328	0,4302	0,4014	0,0056	0,588
2,065421405	0,4251	0,3987	0,0098	0,583
2,066018645	0,4192	0,3972	0,0137	0,578
2,066733228	0,4133	0,3965	0,0164	0,573
2,067324843	0,4087	0,3967	0,0168	0,57
2,067881145	0,4048	0,3975	0,0173	0,568
2,070821041	0,4028	0,3963	0,0183	0,565
2,072095624	0,4099	0,3906	0,0161	0,566
2,073002864	0,4317	0,3789	0,0122	0,575
2,073702968	0,462	0,3628	0,0132	0,588
2,07435151	0,4903	0,3491	0,0151	0,602
2,075266353	0,5096	0,3432	0,0137	0,615
2,076898905	0,5177	0,3437	0,0137	0,622
2,07737177	0,5167	0,3481	0,0156	0,623
2,078717968	0,5081	0,3562	0,02	0,621
2,081711666	0,4952	0,3696	0,0259	0,618
2,082198489	0,4764	0,3872	0,0306	0,615
2,082713489	0,4546	0,4043	0,0359	0,609
