time_ajustado	gFx	gFy	gFz	TgF
2,877811353	-0,02	-0,0857	0,2814	0,295
2,879205676	-0,0445	-0,1019	0,321	0,34
2,880261666	-0,0701	-0,1182	0,353	0,379
2,883157239	-0,098	-0,1348	0,3767	0,412
2,884257551	-0,1268	-0,1532	0,3999	0,447
2,884934999	-0,1564	-0,1717	0,4417	0,499
2,885589009	-0,1896	-0,1864	0,4827	0,551
2,887123384	-0,2245	-0,1966	0,5116	0,592
2,888069582	-0,2604	-0,2025	0,533	0,627
2,88881677	-0,2983	-0,2008	0,5272	0,638
2,889729322	-0,3362	-0,1962	0,491	0,627
2,89133703	-0,3767	-0,1908	0,4424	0,612
2,892600572	-0,4207	-0,1803	0,3967	0,606
2,894179478	-0,4646	-0,1651	0,3562	0,608
2,89547453	-0,5064	-0,1468	0,3154	0,614
2,896205207	-0,5507	-0,1241	0,2753	0,628
2,897233384	-0,598	-0,0948	0,2399	0,651
2,901005989	-0,6442	-0,0616	0,2072	0,679
2,903524009	-0,6865	-0,0259	0,1776	0,71
2,904729843	-0,7278	0,0142	0,1495	0,743
2,905560624	-0,7678	0,0579	0,1229	0,78
2,906321041	-0,805	0,1043	0,0992	0,818
2,907089999	-0,8362	0,152	0,0784	0,854
2,907716457	-0,8604	0,2165	0,0498	0,889
2,908141353	-0,8777	0,312	0,002	0,932
2,908671666	-0,878	0,3838	-0,053	0,96
2,909061614	-0,8702	0,4102	-0,1021	0,967
2,910244166	-0,8758	0,4302	-0,1199	0,983
2,911389322	-0,8954	0,4524	-0,0977	1,008
2,912903176	-0,9137	0,4739	-0,0657	1,031
2,914169218	-0,9215	0,4903	-0,0381	1,045
2,915458228	-0,9264	0,5033	-0,0071	1,054
2,916412082	-0,9317	0,5216	0,0291	1,068
2,919944791	-0,9293	0,5411	0,064	1,077
2,920674686	-0,9159	0,5543	0,0972	1,075
2,921095572	-0,8917	0,5665	0,1304	1,064
2,921470259	-0,8609	0,58	0,1605	1,05
2,922468697	-0,8247	0,5941	0,1774	1,032
2,923701509	-0,7835	0,609	0,1839	1,009
2,924812447	-0,7436	0,623	0,1874	0,988
2,926235207	-0,707	0,6354	0,1935	0,97
2,92727953	-0,6752	0,6464	0,2096	0,958
2,928502968	-0,6462	0,6532	0,2367	0,949
2,929563176	-0,6173	0,6581	0,269	0,942
2,931950572	-0,5875	0,664	0,3024	0,937
2,932578801	-0,5568	0,6694	0,3369	0,934
2,933626926	-0,5282	0,6723	0,374	0,933
2,934750832	-0,5035	0,6701	0,4146	0,935
2,935929218	-0,4815	0,665	0,4607	0,941
2,937060884	-0,4622	0,6562	0,5133	0,953
2,938099738	-0,4463	0,6422	0,5653	0,965
2,939567811	-0,4349	0,6254	0,6127	0,978
2,940535936	-0,4273	0,6049	0,6564	0,99
2,941721301	-0,4221	0,5787	0,695	0,998
2,943168332	-0,419	0,5453	0,7258	1
2,944172447	-0,4148	0,5081	0,7446	0,992
2,945498645	-0,4102	0,469	0,7507	0,976
2,946615468	-0,4089	0,428	0,7441	0,951
2,951592916	-0,4087	0,3948	0,7224	0,919
2,952244738	-0,4129	0,4307	0,6603	0,89
2,952690936	-0,4038	0,4703	0,5499	0,829
2,953237082	-0,3784	0,4287	0,4305	0,716
2,953753436	-0,3706	0,3681	0,3645	0,637
2,954243332	-0,386	0,3239	0,3464	0,612
2,955691926	-0,4019	0,2888	0,3254	0,592
2,956957343	-0,4111	0,2472	0,2883	0,56
2,957672551	-0,4192	0,2018	0,2472	0,527
2,958891666	-0,4265	0,1554	0,2257	0,507
2,960132134	-0,4341	0,1129	0,2321	0,505
2,961536822	-0,4397	0,0743	0,2617	0,517
2,962345676	-0,4412	0,0345	0,2907	0,529
2,964626613	-0,4373	-0,0076	0,3017	0,531
2,965425207	-0,4312	-0,0498	0,29	0,522
2,968569113	-0,426	-0,0872	0,2602	0,507
2,969457343	-0,4194	-0,1214	0,2228	0,49
2,969879166	-0,4124	-0,1534	0,1874	0,478
2,970398853	-0,4099	-0,1827	0,1681	0,479
2,971114478	-0,4138	-0,2089	0,1634	0,492
2,972345259	-0,4185	-0,2321	0,161	0,505
2,974057499	-0,4243	-0,2577	0,1586	0,521
2,975323124	-0,4307	-0,2846	0,1517	0,538
2,97612953	-0,4324	-0,3078	0,1356	0,548
2,976831978	-0,4322	-0,3244	0,1114	0,552
2,977939791	-0,4341	-0,3374	0,0828	0,556
2,979469374	-0,4378	-0,3496	0,0552	0,563
2,983676145	-0,4385	-0,3618	0,0291	0,569
2,985126718	-0,4371	-0,3728	0	0,574
2,986927916	-0,4371	-0,3801	-0,0362	0,58
2,988122916	-0,4371	-0,3865	-0,0875	0,59
2,989131249	-0,4322	-0,3919	-0,1295	0,598
2,990473176	-0,4265	-0,3967	-0,16	0,604
2,99163552	-0,4238	-0,4036	-0,1896	0,615
2,992016978	-0,419	-0,4092	-0,2094	0,622
2,992325676	-0,4102	-0,4126	-0,2326	0,627
2,992839113	-0,3965	-0,4158	-0,2617	0,631
2,993245363	-0,3777	-0,4177	-0,2939	0,635
2,994017499	-0,3552	-0,4151	-0,3261	0,636
2,995321718	-0,3298	-0,4099	-0,3528	0,633
2,996542082	-0,3046	-0,4077	-0,3657	0,627
2,998955728	-0,2817	-0,4063	-0,3594	0,611
2,99989052	-0,2592	-0,4031	-0,3376	0,586
3,000533228	-0,237	-0,3967	-0,3112	0,557
3,001361301	-0,2138	-0,3867	-0,2866	0,527
3,002707863	-0,1891	-0,3745	-0,2651	0,496
3,003810468	-0,1647	-0,3608	-0,2487	0,468
3,004864322	-0,14	-0,3464	-0,2345	0,441
3,006077916	-0,1156	-0,3325	-0,2208	0,416
3,007377603	-0,0926	-0,3181	-0,206	0,39
3,008462499	-0,0735	-0,3019	-0,1886	0,364
3,009670624	-0,0589	-0,2875	-0,1698	0,339
3,011124478	-0,044	-0,2765	-0,1507	0,318
3,011957447	-0,0281	-0,266	-0,1312	0,298
3,013519061	-0,0127	-0,2558	-0,1126	0,28
3,015799478	0,0015	-0,2475	-0,096	0,265
3,016628176	0,0142	-0,2404	-0,0811	0,254
3,017213697	0,0251	-0,2353	-0,0684	0,246
3,018229113	0,0335	-0,2316	-0,0577	0,241
3,019630676	0,0398	-0,2291	-0,0494	0,238
3,020798332	0,0447	-0,2309	-0,0403	0,239
3,021660988	0,0489	-0,2375	-0,0288	0,244
3,023405988	0,0515	-0,246	-0,0156	0,252
3,02417802	0,0525	-0,2553	0	0,261
3,025506457	0,0535	-0,266	0,0159	0,272
3,026675468	0,054	-0,2763	0,0303	0,283
3,027805988	0,0511	-0,2846	0,0435	0,292
3,028917499	0,0459	-0,2914	0,0577	0,301
3,032203072	0,0413	-0,2973	0,073	0,309
3,033162551	0,0369	-0,2993	0,0897	0,315
3,033858332	0,0335	-0,2995	0,108	0,32
3,034366718	0,0342	-0,3029	0,1278	0,331
3,041414634	0,0381	-0,308	0,1485	0,344
3,042087499	0,044	-0,3115	0,1681	0,357
3,042681874	0,0498	-0,3124	0,1859	0,367
3,043369113	0,0542	-0,3124	0,2008	0,375
3,043800988	0,0559	-0,3105	0,2128	0,381
3,044349009	0,0572	-0,3076	0,2196	0,382
3,044771405	0,0577	-0,3019	0,2211	0,379
3,045145468	0,0577	-0,2936	0,2184	0,37
3,045557134	0,0577	-0,2851	0,2116	0,36
3,046623072	0,0581	-0,279	0,2016	0,349
3,04737177	0,0601	-0,2751	0,1896	0,339
3,052544374	0,065	-0,2719	0,1725	0,328
3,053309478	0,0769	-0,2731	0,1431	0,318
3,053810207	0,1004	-0,2797	0,0972	0,313
3,054140207	0,1353	-0,2873	0,0371	0,32
3,054444999	0,1764	-0,2936	-0,0325	0,344
3,05488302	0,2182	-0,2953	-0,1033	0,381
3,05589677	0,257	-0,2868	-0,1566	0,416
3,057113436	0,2958	-0,267	-0,1766	0,436
3,058538801	0,3388	-0,2355	-0,1669	0,445
3,059488749	0,3838	-0,1891	-0,1449	0,452
3,060767395	0,4295	-0,1263	-0,1446	0,47
3,061660155	0,4744	-0,0498	-0,2255	0,528
3,06317052	0,5128	0,0423	-0,4089	0,657
3,077550103	0,5418	0,1461	-0,6413	0,852
3,078138593	0,5668	0,2428	-0,8565	1,055
3,078417291	0,5958	0,3152	-1,0046	1,21
3,078912082	0,6317	0,3608	-1,0844	1,306
3,079285155	0,6682	0,3933	-1,1333	1,373
3,079637707	0,6965	0,4297	-1,1614	1,421
3,079980832	0,7099	0,4754	-1,1575	1,439
3,080284166	0,7072	0,5286	-1,1311	1,435
3,08059203	0,6997	0,5824	-1,1015	1,429
3,080893176	0,695	0,63	-1,0793	1,43
3,081198228	0,6857	0,6652	-1,0536	1,422
3,081550884	0,6625	0,6896	-1,0036	1,386
3,081871353	0,6435	0,7185	-0,94	1,347
3,082142082	0,6381	0,7576	-0,8821	1,326
3,082420624	0,6396	0,8045	-0,8284	1,32
3,095397863	0,651	0,8555	-0,7661	1,32
3,097128905	0,6713	0,9112	-0,6979	1,33
3,098282395	0,6962	0,9694	-0,6232	1,346
3,099093541	0,7317	1,0353	-0,5541	1,384
3,100005832	0,7808	1,1199	-0,5189	1,46
3,100722343	0,8372	1,2288	-0,5184	1,575
3,101333541	0,8824	1,3612	-0,5128	1,701
3,103036561	0,9195	1,5264	-0,4788	1,845
3,103955676	0,9474	1,7333	-0,4153	2,018
3,104594686	0,943	1,981	-0,3041	2,215
3,105156718	0,8946	2,2734	-0,118	2,446
3,105674166	0,7927	2,6228	0,1109	2,742
3,106181041	0,6581	3,0737	0,3171	3,159
3,106799843	0,5123	3,6537	0,505	3,724
3,107256093	0,3662	4,3736	0,6848	4,442
3,107784686	0,2294	5,2563	0,8164	5,324
3,108220207	0,0943	6,254	0,8954	6,318
3,108705416	-0,0352	7,0758	1,0087	7,147
3,109435363	-0,13	7,5378	1,05	7,612
3,110014634	-0,183	7,7693	0,9481	7,829
3,111757134	-0,1725	7,8849	0,805	7,928
3,112468124	-0,0906	7,9428	0,6359	7,969
3,112941666	0,0572	7,9716	0,4407	7,984
3,113403436	0,2746	7,9863	0,1859	7,993
3,113818905	0,5485	7,9934	-0,0987	8,013
3,11419427	0,8528	7,997	-0,3144	8,049
3,114731718	1,1401	7,9987	-0,4339	8,091
3,115243436	1,3852	7,9325	-0,48	8,067
3,117201613	1,5977	7,4833	-0,4725	7,667
3,118023488	1,8095	6,5342	-0,4483	6,795
3,118931457	2,0496	5,3503	-0,4524	5,747
3,119795155	2,3196	4,1364	-0,5055	4,769
3,121139895	2,5951	3,0036	-0,6198	4,018
3,122102134	2,8609	2,0008	-0,7595	3,573
3,123452238	3,0977	1,1355	-0,8846	3,416
3,124522082	3,2802	0,3982	-0,9613	3,441
3,125954582	3,3942	-0,215	-0,9467	3,53
3,127080051	3,4326	-0,697	-0,8397	3,602
3,128224426	3,4057	-1,0505	-0,6613	3,625
3,12945677	3,3376	-1,2882	-0,4415	3,605
3,132031457	3,2335	-1,4133	-0,1932	3,534
3,132905988	3,1016	-1,4338	0,2553	3,426
3,133535363	2,9384	-1,3624	0,8719	3,354
3,134684843	2,7254	-1,2354	1,3986	3,303
3,135618593	2,4938	-1,0766	1,694	3,201
3,137039738	2,2861	-0,9039	1,7289	3,005
3,137984009	2,0973	-0,74	1,6888	2,793
3,139245468	1,9057	-0,5741	1,6439	2,581
3,140344218	1,7027	-0,4136	1,3908	2,237
3,141517916	1,5163	-0,2487	1,1831	1,939
3,14309052	1,3632	-0,0606	1,2234	1,833
3,14395052	1,2239	0,1309	1,2842	1,779
3,145183853	1,1001	0,3169	1,2931	1,727
3,146306613	0,9989	0,4991	1,2574	1,682
3,151249009	0,9195	0,6777	1,2022	1,658
3,152161718	0,855	0,8555	1,0949	1,632
3,152588436	0,803	1,028	0,9437	1,61
3,153096509	0,7624	1,1895	0,7754	1,612
3,153501041	0,7295	1,3346	0,5958	1,633
3,154129113	0,7016	1,4609	0,4153	1,673
3,155074322	0,6831	1,5676	0,2458	1,728
3,156107551	0,6757	1,6495	0,0921	1,785
3,157256926	0,676	1,7069	-0,0523	1,837
3,158408801	0,6877	1,7438	-0,1891	1,884
3,159787863	0,7065	1,7621	-0,3166	1,925
3,160902655	0,7239	1,7648	-0,4368	1,957
3,162117759	0,7463	1,7558	-0,5455	1,984
3,16863729	0,7798	1,7308	-0,6374	2,003
3,16944953	0,8198	1,6896	-0,7055	2,006
3,16993703	0,8541	1,6444	-0,7593	2,002
3,170339061	0,8751	1,605	-0,8103	2
3,171095051	0,8807	1,5708	-0,855	1,994
3,171624218	0,8743	1,541	-0,889	1,982
3,17214927	0,8594	1,5161	-0,912	1,967
3,172629426	0,8365	1,4973	-0,9276	1,95
3,17306979	0,8045	1,4863	-0,9459	1,937
3,174627395	0,7624	1,4829	-0,9667	1,927
3,175528957	0,7094	1,4865	-0,9823	1,918
3,177511301	0,6452	1,4992	-0,9928	1,91
3,179145155	0,5697	1,5212	-1,0004	1,908
3,180155103	0,482	1,552	-1,0082	1,912
3,180803176	0,3816	1,5933	-1,0165	1,928
3,181365259	0,2709	1,6427	-1,0229	1,954
3,185092811	0,1507	1,6962	-1,0285	1,989
3,18757052	0,0247	1,7538	-1,0324	2,035
3,189032499	-0,1046	1,8146	-1,0356	2,092
3,190028645	-0,2387	1,8774	-1,0414	2,16
3,191278332	-0,3733	1,9402	-1,0556	2,24
3,192055936	-0,5077	2,0005	-1,0817	2,33
3,192615468	-0,6415	2,0567	-1,1196	2,428
3,19326104	-0,77	2,1066	-1,1628	2,526
3,193897186	-0,8907	2,1498	-1,2024	2,619
3,194876822	-1,0038	2,1896	-1,2354	2,707
3,195480311	-1,1037	2,2251	-1,2547	2,783
3,196134113	-1,1892	2,2541	-1,2508	2,839
3,200256197	-1,2623	2,279	-1,2229	2,878
3,202606561	-1,3143	2,2996	-1,1719	2,896
3,203593801	-1,3429	2,3154	-1,0942	2,892
3,204388332	-1,3451	2,3264	-0,9894	2,864
3,205091301	-1,3126	2,3352	-0,8541	2,812
3,205707395	-1,2459	2,3445	-0,6874	2,743
3,206284634	-1,1582	2,3543	-0,5042	2,672
3,20710104	-1,062	2,3628	-0,3181	2,61
3,20773552	-0,9591	2,3687	-0,1336	2,559
3,208399113	-0,8531	2,3716	0,0408	2,521
3,209567447	-0,7493	2,3701	0,1996	2,494
3,210840728	-0,6513	2,3626	0,3447	2,475
3,212879843	-0,5614	2,3477	0,4729	2,46
3,213649322	-0,482	2,3267	0,5809	2,446
3,216802707	-0,4175	2,3008	0,6674	2,432
3,217777707	-0,3698	2,2715	0,729	2,414
3,218333905	-0,3384	2,2404	0,7659	2,392
3,218962447	-0,3222	2,2072	0,7818	2,364
3,219599009	-0,32	2,1718	0,7766	2,329
3,220177447	-0,3301	2,1346	0,7546	2,288
3,221545415	-0,3503	2,0946	0,7182	2,242
3,222742603	-0,3779	2,0521	0,6662	2,19
3,223885988	-0,408	2,0066	0,6066	2,136
3,225362499	-0,4395	1,9588	0,547	2,081
3,226411145	-0,4705	1,9116	0,4854	2,028
3,22756828	-0,4984	1,8642	0,4231	1,976
3,228600624	-0,5233	1,8181	0,3618	1,926
3,229873176	-0,5438	1,7726	0,301	1,878
3,232975155	-0,5602	1,7277	0,2411	1,832
3,234859113	-0,5748	1,6849	0,1847	1,79
3,235741249	-0,5853	1,6439	0,1322	1,75
3,23643552	-0,588	1,6036	0,0835	1,71
3,237002603	-0,5836	1,5649	0,0454	1,671
3,237511822	-0,5736	1,5293	0,0146	1,633
3,238387915	-0,5597	1,4956	-0,0156	1,597
3,239811405	-0,5416	1,4631	-0,0396	1,561
3,240966353	-0,5194	1,4318	-0,0586	1,524
3,242173228	-0,4928	1,402	-0,074	1,488
3,243407238	-0,4607	1,3754	-0,0867	1,453
3,244496301	-0,4253	1,3507	-0,0965	1,419
3,245917551	-0,3884	1,3258	-0,106	1,386
3,251979999	-0,3498	1,3023	-0,1163	1,354
3,252683072	-0,3078	1,2811	-0,1241	1,323
3,253189895	-0,2619	1,262	-0,1292	1,295
3,253549322	-0,2111	1,2454	-0,1344	1,27
3,254035624	-0,1571	1,2307	-0,1397	1,249
3,254385363	-0,1009	1,2193	-0,1422	1,232
3,254823072	-0,0435	1,2102	-0,1402	1,219
3,255391718	0,0146	1,2036	-0,1341	1,211
3,256453124	0,075	1,1995	-0,1243	1,208
3,257639113	0,137	1,1971	-0,1092	1,21
3,258970728	0,1988	1,1956	-0,0887	1,215
3,260200155	0,2602	1,1961	-0,0633	1,226
3,261402551	0,3205	1,1975	-0,0345	1,24
3,262416197	0,3772	1,2007	-0,002	1,259
3,268057655	0,4305	1,2076	0,0332	1,282
3,268580103	0,482	1,2159	0,0704	1,31
3,269013957	0,5299	1,2244	0,1085	1,339
3,269279634	0,5736	1,2347	0,1478	1,369
3,269588697	0,6142	1,2466	0,1866	1,402
3,269808072	0,6527	1,2613	0,2248	1,438
3,27112453	0,6887	1,2796	0,2619	1,477
3,272693488	0,7209	1,3002	0,2975	1,516
3,273786301	0,7512	1,3221	0,3318	1,556
3,274741613	0,7783	1,3448	0,3613	1,595
3,275881665	0,801	1,369	0,3865	1,633
3,277070728	0,8216	1,3947	0,4072	1,669
3,278337759	0,8401	1,4199	0,4236	1,703
3,279552603	0,8536	1,4452	0,4371	1,734
3,28214729	0,8619	1,4709	0,4476	1,763
3,28474203	0,8668	1,4963	0,4546	1,788
3,28654427	0,8677	1,5212	0,4573	1,81
3,287050728	0,8648	1,5449	0,4561	1,828
3,287340363	0,8567	1,5669	0,4532	1,842
3,287730832	0,8433	1,5877	0,4476	1,853
3,288162395	0,826	1,6067	0,4368	1,859
3,289350155	0,8052	1,6231	0,4204	1,86
3,290766197	0,7818	1,6378	0,4002	1,858
3,291826874	0,7549	1,6497	0,3767	1,853
3,29309302	0,7253	1,6585	0,351	1,844
3,294273593	0,6926	1,6663	0,3244	1,833
3,295513645	0,6591	1,6734	0,2968	1,823
3,296785051	0,6244	1,6788	0,2692	1,811
3,299540051	0,5892	1,6817	0,2401	1,798
3,300397343	0,5538	1,6832	0,2106	1,784
3,301051249	0,5196	1,6839	0,1818	1,772
3,301587238	0,4879	1,6837	0,1517	1,759
3,303043853	0,4576	1,6822	0,1214	1,748
3,303912447	0,427	1,6798	0,0953	1,736
3,305259947	0,3933	1,6766	0,0767	1,724
3,306340884	0,3581	1,672	0,0625	1,711
3,307760103	0,3227	1,6663	0,0513	1,698
3,308722863	0,2883	1,6593	0,0432	1,685
3,309904738	0,2553	1,6505	0,0347	1,67
3,311362395	0,224	1,6422	0,0259	1,658
3,31229203	0,1949	1,6336	0,0176	1,645
3,315483697	0,1691	1,625	0,0088	1,634
3,31615979	0,1449	1,617	0,0005	1,623
3,31703802	0,1234	1,6087	-0,0061	1,613
3,31958104	0,106	1,5984	-0,0122	1,602
3,320169582	0,0916	1,585	-0,0173	1,588
3,320525624	0,0826	1,5715	-0,0217	1,574
3,321020988	0,0791	1,5579	-0,0254	1,56
3,321979634	0,0779	1,5427	-0,0276	1,545
3,323693228	0,0808	1,5271	-0,0283	1,53
3,324350572	0,0882	1,51	-0,0293	1,513
3,325696926	0,0992	1,4926	-0,0271	1,496
3,327090207	0,1136	1,4748	-0,0205	1,479
3,327994061	0,1309	1,4557	-0,0127	1,462
3,329173176	0,151	1,4369	-0,0046	1,445
3,332354165	0,1734	1,4181	0,0037	1,429
3,333312343	0,1964	1,4005	0,012	1,414
3,334038124	0,2169	1,3832	0,0195	1,4
3,33568979	0,2367	1,3661	0,0264	1,387
3,336345051	0,2558	1,3505	0,0349	1,375
3,33679953	0,2717	1,3353	0,0445	1,363
3,337884947	0,2846	1,3207	0,0525	1,352
3,339313697	0,2951	1,3085	0,0603	1,343
3,339997238	0,3022	1,2972	0,0682	1,334
3,341341665	0,3058	1,2874	0,0765	1,325
3,342659634	0,3066	1,2799	0,0843	1,319
3,344098905	0,3037	1,2735	0,0887	1,312
3,345092186	0,2966	1,2684	0,0921	1,306
3,346066457	0,2858	1,2642	0,096	1,3
3,348703645	0,2709	1,2611	0,098	1,294
3,349344218	0,2523	1,2584	0,0994	1,287
3,349796093	0,2309	1,2567	0,0992	1,282
3,35183677	0,2067	1,2557	0,0968	1,276
3,353087811	0,18	1,2554	0,095	1,272
3,354007238	0,1517	1,2559	0,0926	1,268
3,355424843	0,1214	1,2569	0,0889	1,266
3,356243645	0,0889	1,2584	0,0865	1,264
3,357261353	0,055	1,2591	0,0848	1,263
3,358535624	0,02	1,2606	0,0826	1,263
3,359747759	-0,0151	1,2623	0,0791	1,265
3,360904061	-0,0508	1,264	0,0747	1,267
3,362089634	-0,085	1,2662	0,0699	1,271
3,363323853	-0,1177	1,2674	0,065	1,275
3,368996145	-0,149	1,2684	0,0601	1,279
3,371249582	-0,1796	1,2698	0,0557	1,284
3,372122655	-0,2079	1,2711	0,0508	1,289
3,373380572	-0,2338	1,2716	0,044	1,294
3,374016978	-0,258	1,2718	0,0359	1,298
3,374936978	-0,2809	1,2745	0,0271	1,305
3,37567802	-0,3012	1,2779	0,0188	1,313
3,376381613	-0,3196	1,2818	0,0112	1,321
3,376868645	-0,3376	1,2862	0,0027	1,33
3,377354113	-0,3542	1,2916	-0,0071	1,339
3,378119426	-0,3701	1,2987	-0,0178	1,351
3,378678176	-0,3865	1,3053	-0,0318	1,362
3,379208957	-0,4014	1,3104	-0,0494	1,371
3,387939374	-0,4126	1,3182	-0,0589	1,383
3,38951302	-0,4229	1,3295	-0,0652	1,397
3,391174113	-0,4341	1,3395	-0,0757	1,41
3,392691301	-0,4449	1,349	-0,085	1,423
3,393808436	-0,4549	1,3576	-0,0948	1,435
3,39495552	-0,4642	1,3646	-0,1046	1,445
3,395821457	-0,4732	1,3717	-0,1153	1,456
3,396579374	-0,482	1,3778	-0,1268	1,465
3,397118749	-0,4913	1,382	-0,1383	1,473
3,397776665	-0,4986	1,3859	-0,1483	1,48
3,398780155	-0,5018	1,3895	-0,1566	1,486
3,399398176	-0,5025	1,3932	-0,1629	1,49
3,39975729	-0,5015	1,3966	-0,1678	1,493
3,399981822	-0,4993	1,3978	-0,1727	1,494
3,400269165	-0,4954	1,3971	-0,1774	1,493
3,400472551	-0,4891	1,3942	-0,18	1,488
3,400880259	-0,4815	1,3891	-0,181	1,481
3,401193124	-0,4729	1,3817	-0,182	1,472
3,402863384	-0,4624	1,3722	-0,1813	1,459
3,404819426	-0,449	1,361	-0,1781	1,444
3,406353436	-0,4375	1,3493	-0,1734	1,429
3,407017915	-0,4268	1,3378	-0,1669	1,414
3,407271509	-0,4102	1,3253	-0,1581	1,396
3,407872186	-0,3889	1,3104	-0,1498	1,375
3,409307811	-0,3655	1,2931	-0,1414	1,351
3,410254113	-0,3376	1,2767	-0,1324	1,327
3,411546978	-0,3078	1,2611	-0,1214	1,304
3,412795415	-0,2797	1,244	-0,1107	1,28
3,415043332	-0,2533	1,2271	-0,0989	1,257
3,416002342	-0,2289	1,2122	-0,087	1,237
3,416482082	-0,2047	1,1966	-0,076	1,216
3,418090676	-0,1788	1,1792	-0,0657	1,195
3,419087707	-0,1539	1,1619	-0,0547	1,173
3,420071092	-0,1312	1,1455	-0,043	1,154
3,421138697	-0,1092	1,1287	-0,0303	1,134
3,422315624	-0,0882	1,1128	-0,0171	1,116
3,423625207	-0,0686	1,0981	-0,0054	1,1
3,424797863	-0,0489	1,0842	0,0051	1,085
3,42634677	-0,0269	1,069	0,0178	1,07
3,427584738	-0,0039	1,0539	0,0318	1,054
3,428289947	0,0178	1,0405	0,044	1,042
3,429435624	0,0396	1,0275	0,0569	1,03
3,431620624	0,0613	1,0148	0,0706	1,019
3,432527082	0,0826	1,0016	0,0821	1,008
3,433648436	0,1031	0,9882	0,0928	0,998
3,434663957	0,1207	0,9745	0,1046	0,987
3,435991978	0,1363	0,9603	0,1148	0,977
3,436967134	0,151	0,9462	0,1231	0,966
3,438136092	0,1654	0,9332	0,1319	0,957
3,439435155	0,1796	0,9195	0,1397	0,947
3,44049427	0,1913	0,9046	0,1468	0,936
3,441698749	0,2028	0,8902	0,1539	0,926
3,443084426	0,2155	0,876	0,161	0,916
3,444091613	0,2289	0,8624	0,1681	0,908
3,445707811	0,2409	0,8482	0,1747	0,899
3,447530259	0,2519	0,8328	0,18	0,889
3,44809979	0,2643	0,8186	0,1847	0,88
3,452759738	0,2758	0,8064	0,1888	0,873
3,453917655	0,287	0,793	0,1927	0,865
3,454459478	0,2988	0,7796	0,1964	0,858
3,455066145	0,3093	0,7683	0,1984	0,852
3,455533072	0,3159	0,7566	0,2003	0,844
3,456028853	0,3196	0,7456	0,2035	0,836
3,456500936	0,3244	0,7356	0,2069	0,83
3,457686717	0,3298	0,7253	0,2106	0,824
3,459192499	0,3322	0,717	0,214	0,819
3,459975259	0,3335	0,7092	0,2157	0,813
3,46120302	0,3362	0,6999	0,2169	0,806
3,462312134	0,3398	0,6909	0,2196	0,801
3,46365552	0,3418	0,6831	0,2221	0,795
3,471190259	0,3427	0,6745	0,2235	0,789
3,472285832	0,3435	0,6664	0,2255	0,783
3,473032707	0,344	0,6594	0,2282	0,778
3,473536665	0,3452	0,652	0,2313	0,773
3,473998592	0,3435	0,6454	0,2323	0,767
3,474454999	0,3376	0,6398	0,2311	0,759
3,47501729	0,3327	0,6347	0,2316	0,753
3,475437707	0,3286	0,6296	0,2318	0,747
3,475860676	0,3237	0,623	0,2294	0,739
3,476290207	0,3196	0,6169	0,2277	0,731
3,476987707	0,3146	0,6105	0,225	0,723
3,478454113	0,31	0,6037	0,2187	0,713
3,479910467	0,3068	0,597	0,2108	0,704
3,480595051	0,3061	0,5912	0,203	0,696
3,483958853	0,3041	0,5856	0,1949	0,688
3,486020363	0,2993	0,5797	0,1857	0,678
3,486992447	0,2924	0,5736	0,1747	0,667
3,487749426	0,2844	0,5687	0,1625	0,656
3,488301353	0,2783	0,5643	0,1488	0,647
3,48876854	0,2744	0,5592	0,1348	0,637
3,489211092	0,2712	0,5529	0,1221	0,628
3,490174217	0,2682	0,5458	0,1085	0,618
3,491858124	0,2643	0,5409	0,096	0,61
3,49262802	0,2587	0,537	0,0821	0,602
3,49403453	0,2523	0,5323	0,0664	0,593
3,496461874	0,2477	0,5289	0,052	0,586
3,497008384	0,2448	0,5252	0,0381	0,581
3,498794426	0,2418	0,5206	0,0242	0,575
3,499738697	0,2396	0,5157	0,0107	0,569
3,50016703	0,2389	0,512	-0,0022	0,565
3,503995259	0,2379	0,5096	-0,0154	0,563
3,504530051	0,2362	0,5072	-0,0273	0,56
3,504848697	0,2323	0,5047	-0,0379	0,557
3,505312082	0,2257	0,5035	-0,0476	0,554
3,505985363	0,2155	0,5028	-0,0557	0,55
3,507029686	0,2018	0,5013	-0,0625	0,544
3,508235572	0,1871	0,4989	-0,0669	0,537
3,509467447	0,1725	0,4957	-0,0686	0,529
3,510902134	0,1588	0,4935	-0,0696	0,523
3,512390936	0,1459	0,4906	-0,0701	0,517
3,513302655	0,1326	0,4861	-0,0716	0,509
3,515834009	0,1221	0,4813	-0,074	0,502
3,516579061	0,1126	0,4773	-0,0777	0,497
3,517522186	0,1038	0,4749	-0,0823	0,493
3,518578488	0,0977	0,4715	-0,0887	0,49
3,519673645	0,0919	0,4668	-0,097	0,486
3,520711717	0,0865	0,4627	-0,1053	0,482
3,521778228	0,0821	0,4598	-0,1143	0,481
3,523273488	0,0772	0,4566	-0,1248	0,48
3,52408104	0,0723	0,4544	-0,1351	0,48
3,525365936	0,0682	0,4524	-0,1449	0,48
3,526564842	0,0667	0,4483	-0,1537	0,479
3,527800624	0,0674	0,4432	-0,1639	0,477
3,528907915	0,0682	0,4371	-0,1749	0,476
3,535526301	0,0696	0,43	-0,1849	0,473
3,537033176	0,0728	0,4226	-0,1944	0,471
3,537663697	0,0774	0,4165	-0,2033	0,47
